net,length_um
_03570_,6.32
_04000_,6.32
_04335_,6.32
_04705_,6.32
_05034_,6.32
_05354_,6.32
_05945_,6.32
_06356_,6.32
_08174_,6.32
_08732_,6.32
net1212,6.32
net1250,6.32
_01300_,6.31
_01418_,6.31
s_axis_a_data[6],6.31
s_axis_b_data[0],6.31
_00151_,6.3
_01914_,6.3
_01916_,6.3
_02048_,6.3
_02086_,6.3
_02312_,6.3
_02738_,6.3
_03018_,6.3
_03069_,6.3
_03825_,6.3
_04904_,6.3
_05339_,6.3
_05411_,6.3
_06533_,6.3
_07638_,6.3
_07880_,6.3
_08137_,6.3
_08464_,6.3
_08532_,6.3
buf_a.mem\[0\]\[6\],6.3
buf_a.row2\[4\],6.3
buf_b.mem\[8\]\[2\],6.3
net1131,6.3
net1156,6.3
_03009_,6.28
_03122_,6.28
_03374_,6.28
_03688_,6.28
_03881_,6.28
_04113_,6.28
_04559_,6.28
_04990_,6.28
_06007_,6.28
_06097_,6.28
_06177_,6.28
_06677_,6.28
_07554_,6.28
_07644_,6.28
_07755_,6.28
_07999_,6.28
buf_b.mem\[11\]\[6\],6.28
_06994_,6.275
_08215_,6.275
_08370_,6.27
_01844_,6.26
_03859_,6.26
_03878_,6.26
_03977_,6.26
_04287_,6.26
_04429_,6.26
_04720_,6.26
_05740_,6.26
_06279_,6.26
_06829_,6.26
_07107_,6.26
_07323_,6.26
_07471_,6.26
_07597_,6.26
_07741_,6.26
_08491_,6.26
_08701_,6.26
b3_d2\[3\],6.26
buf_a.mem\[3\]\[1\],6.26
buf_a.row1\[0\],6.26
net600,6.26
net644,6.26
net891,6.26
net905,6.26
net1092,6.26
_03044_,6.24
_07902_,6.24
_04294_,6.23
_06043_,6.23
result33[6],6.23
_01662_,6.225
_01673_,6.225
_02430_,6.21
result00[19],6.21
result00[25],6.21
result00[5],6.21
result01[14],6.21
result02[20],6.21
result02[25],6.21
result02[31],6.21
result03[24],6.21
result03[30],6.21
result03[3],6.21
result11[5],6.21
result12[6],6.21
result13[28],6.21
result20[25],6.21
result20[4],6.21
result21[26],6.21
result21[3],6.21
result22[12],6.21
result22[27],6.21
result22[4],6.21
result22[8],6.21
result23[28],6.21
result23[4],6.21
result30[1],6.21
result30[28],6.21
result30[4],6.21
result31[12],6.21
result31[15],6.21
result31[25],6.21
result32[8],6.21
result33[17],6.21
_01891_,6.2
_02047_,6.2
_02923_,6.2
_03362_,6.2
_03843_,6.2
_04649_,6.2
_04766_,6.2
_04812_,6.2
_05139_,6.2
_05746_,6.2
_06878_,6.2
_08693_,6.2
buf_a.mem\[10\]\[6\],6.2
buf_a.mem\[14\]\[4\],6.2
_00210_,6.18
_03072_,6.18
_03469_,6.18
_03516_,6.18
_03851_,6.18
_03916_,6.18
_04220_,6.18
_04793_,6.18
_05221_,6.18
_05245_,6.18
_05440_,6.18
_05832_,6.18
_06004_,6.18
_06078_,6.18
_07091_,6.18
_07477_,6.18
_08205_,6.18
_08579_,6.18
buf_a.mem\[2\]\[5\],6.18
buf_b.row2\[4\],6.18
net1040,6.18
net1158,6.18
net1249,6.18
_01429_,6.16
_02858_,6.16
_03652_,6.16
_05017_,6.16
_07065_,6.16
_07522_,6.16
_08182_,6.16
_00015_,6.14
_01204_,6.14
_01804_,6.14
_02000_,6.14
_02031_,6.14
_04905_,6.14
_05537_,6.14
_05697_,6.14
_05859_,6.14
_05864_,6.14
_05868_,6.14
_06192_,6.14
_06479_,6.14
_07687_,6.14
_08286_,6.14
buf_a.mem\[14\]\[3\],6.14
buf_a.mem\[4\]\[6\],6.14
net1150,6.14
_02071_,6.12
_08520_,6.12
_04909_,6.11
result31[27],6.11
result02[14],6.09
result23[12],6.09
_02187_,6.08
_03551_,6.08
_04562_,6.08
_04963_,6.08
_06188_,6.08
_06816_,6.08
_06952_,6.08
net1259,6.08
_01474_,6.065
_01519_,6.065
_00134_,6.06
_00563_,6.06
_01015_,6.06
_01949_,6.06
_02903_,6.06
_03162_,6.06
_03489_,6.06
_03771_,6.06
_03962_,6.06
_04207_,6.06
_04764_,6.06
_05349_,6.06
_05747_,6.06
_05816_,6.06
_06855_,6.06
_07652_,6.06
_08452_,6.06
_08562_,6.06
_08666_,6.06
buf_b.mem\[3\]\[4\],6.06
net763,6.06
_04397_,6.055
_01843_,6.04
_04828_,6.04
_05610_,6.04
_06371_,6.04
_06693_,6.04
_08058_,6.04
net1006,6.04
_00196_,6.02
_00290_,6.02
_06378_,6.02
_08091_,6.02
_01485_,6.005
_01622_,6.005
_04439_,6
_00369_,5.98
_06999_,5.98
_07726_,5.98
_08310_,5.98
net904,5.98
net1080,5.98
net1152,5.98
result12[1],5.97
_01649_,5.965
_01685_,5.965
_00616_,5.96
_01046_,5.96
_04134_,5.96
_05351_,5.96
_05729_,5.96
net1033,5.96
net1232,5.95
_00175_,5.94
_00228_,5.94
_00418_,5.94
_00988_,5.94
_01605_,5.94
_03093_,5.94
_03179_,5.94
_03193_,5.94
_03287_,5.94
_03463_,5.94
_03995_,5.94
_04177_,5.94
_04240_,5.94
_04670_,5.94
_04777_,5.94
_05070_,5.94
_05444_,5.94
_06528_,5.94
_06987_,5.94
_07352_,5.94
_07353_,5.94
_07960_,5.94
_08319_,5.94
_08479_,5.94
_08605_,5.94
_08627_,5.94
_08716_,5.94
_00558_,5.92
_03320_,5.92
_03448_,5.92
_03985_,5.92
_06794_,5.92
_08190_,5.92
_08359_,5.92
net1144,5.92
_00660_,5.91
_00676_,5.91
_00746_,5.91
_01143_,5.91
_00881_,5.89
_02523_,5.88
_06887_,5.88
result00[28],5.87
result01[17],5.87
result02[19],5.87
result03[22],5.87
result03[31],5.87
result11[11],5.87
result12[10],5.87
result12[23],5.87
result13[20],5.87
result22[21],5.87
result30[16],5.87
result31[23],5.87
result33[31],5.87
_00541_,5.86
_03411_,5.86
_03748_,5.86
_04020_,5.86
_05199_,5.86
_05447_,5.86
_06269_,5.86
_06512_,5.86
_08217_,5.86
_08322_,5.86
_08659_,5.86
net1245,5.86
_01058_,5.85
_01661_,5.845
_00036_,5.84
_00086_,5.84
_00445_,5.84
_00533_,5.84
_01924_,5.84
_01925_,5.84
_01983_,5.84
_02085_,5.84
_02734_,5.84
_03433_,5.84
_03933_,5.84
_04209_,5.84
_04699_,5.84
_04746_,5.84
_04751_,5.84
_05656_,5.84
_06357_,5.84
_06493_,5.84
_06639_,5.84
_06666_,5.84
_07020_,5.84
_07457_,5.84
_08480_,5.84
_08691_,5.84
_08706_,5.84
a2_d1\[2\],5.84
a3_d2\[3\],5.84
b3_d2\[1\],5.84
buf_a.mem\[8\]\[4\],5.84
buf_a.row1\[1\],5.84
buf_b.mem\[15\]\[7\],5.84
buf_b.mem\[4\]\[0\],5.84
net572,5.84
net826,5.84
net993,5.84
net1078,5.84
net1095,5.84
_00145_,5.82
_02960_,5.82
_03068_,5.82
_03406_,5.82
_03625_,5.82
_03897_,5.82
_04118_,5.82
_04139_,5.82
_04267_,5.82
_04373_,5.82
_04385_,5.82
_05389_,5.82
_06499_,5.82
_06674_,5.82
_07015_,5.82
_07681_,5.82
_07833_,5.82
_08199_,5.82
_08443_,5.82
buf_a.mem\[5\]\[3\],5.82
buf_b.row1\[6\],5.82
_03896_,5.815
_04190_,5.81
_01598_,5.805
_04286_,5.805
_00670_,5.8
_01158_,5.8
_01995_,5.8
_02020_,5.8
_02021_,5.8
_02077_,5.8
_02575_,5.8
_04915_,5.8
_04941_,5.8
_05512_,5.8
_05956_,5.8
_06811_,5.8
_07479_,5.8
_08055_,5.8
buf_a.mem\[0\]\[2\],5.8
buf_b.mem\[11\]\[2\],5.8
buf_b.mem\[13\]\[3\],5.8
buf_b.mem\[8\]\[0\],5.8
net922,5.8
_06446_,5.78
result20[12],5.77
_01559_,5.765
_01718_,5.765
result00[11],5.75
result00[13],5.75
result00[15],5.75
result01[13],5.75
result01[19],5.75
result01[3],5.75
result01[9],5.75
result03[27],5.75
result03[28],5.75
result10[20],5.75
result10[7],5.75
result11[16],5.75
result11[6],5.75
result13[24],5.75
result13[31],5.75
result21[16],5.75
result22[15],5.75
result22[24],5.75
result23[17],5.75
result31[11],5.75
result32[16],5.75
result32[2],5.75
result33[0],5.75
result33[14],5.75
_01863_,5.74
_01882_,5.74
_02006_,5.74
_02042_,5.74
_02855_,5.74
_04326_,5.74
_04471_,5.74
_04823_,5.74
_05669_,5.74
_06384_,5.74
_06448_,5.74
_06959_,5.74
_07438_,5.74
_08049_,5.74
_00245_,5.72
_02036_,5.72
_02053_,5.72
_02099_,5.72
_02198_,5.72
_02476_,5.72
_02767_,5.72
_02918_,5.72
_03052_,5.72
_03529_,5.72
_05137_,5.72
_05670_,5.72
_05703_,5.72
_05819_,5.72
_05963_,5.72
_06061_,5.72
_06070_,5.72
_06186_,5.72
_06248_,5.72
_06298_,5.72
_06315_,5.72
_06429_,5.72
_06599_,5.72
_06676_,5.72
_06796_,5.72
_07444_,5.72
_07662_,5.72
_07944_,5.72
_08216_,5.72
_08575_,5.72
buf_b.mem\[10\]\[7\],5.72
buf_b.mem\[3\]\[2\],5.72
_05838_,5.71
_00254_,5.7
_00354_,5.7
_02835_,5.7
_03029_,5.7
_03204_,5.7
_03776_,5.7
_03972_,5.7
_04406_,5.7
_04602_,5.7
_04718_,5.7
_06067_,5.7
_06588_,5.7
_06897_,5.7
_07749_,5.7
_06503_,5.695
_00382_,5.685
net585,5.685
_01864_,5.68
_01883_,5.68
_01884_,5.68
_01899_,5.68
_01901_,5.68
_02064_,5.68
_02221_,5.68
_03959_,5.68
_04446_,5.68
_05915_,5.68
_06360_,5.68
_07034_,5.68
_07485_,5.68
_07527_,5.68
b3_d2\[2\],5.68
buf_b.full_flag,5.68
buf_b.mem\[10\]\[4\],5.68
_01645_,5.675
_01397_,5.67
_01903_,5.66
_01512_,5.645
_01671_,5.645
result10[5],5.63
result33[22],5.63
_02270_,5.62
_06663_,5.62
_06684_,5.62
_00152_,5.6
_00538_,5.6
_02329_,5.6
_02402_,5.6
_02848_,5.6
_03818_,5.6
_03839_,5.6
_04954_,5.6
_05038_,5.6
_05388_,5.6
_05818_,5.6
_05949_,5.6
_07311_,5.6
_07391_,5.6
buf_a.row3\[4\],5.6
net1048,5.6
net1107,5.6
net1185,5.6
_01498_,5.58
_01616_,5.58
_05284_,5.58
_07865_,5.58
buf_b.mem\[10\]\[5\],5.58
net1143,5.58
net1148,5.58
net1209,5.58
_08616_,5.57
_00166_,5.56
_00258_,5.56
_00671_,5.56
_00735_,5.56
_00849_,5.56
_01253_,5.56
_02461_,5.56
_02790_,5.56
_02919_,5.56
_03577_,5.56
_04412_,5.56
_07971_,5.56
_01608_,5.545
_05337_,5.54
_00594_,5.53
result00[9],5.53
result01[12],5.53
result03[29],5.53
result10[29],5.53
result20[17],5.53
result20[27],5.53
result23[23],5.53
result31[29],5.53
result31[4],5.53
result32[25],5.53
result32[27],5.53
result33[9],5.53
_00188_,5.525
_00407_,5.525
_01563_,5.525
_00395_,5.52
_02380_,5.52
_07295_,5.52
net954,5.52
net997,5.52
net1024,5.52
net1032,5.52
net1034,5.52
net1055,5.52
net1073,5.52
net1086,5.52
net1123,5.52
net1138,5.52
net1157,5.52
net1180,5.52
net1205,5.52
net1224,5.52
net1260,5.52
_01678_,5.505
_01930_,5.5
_02351_,5.5
_05247_,5.5
_05960_,5.5
_06130_,5.5
_07537_,5.5
_07551_,5.5
_08373_,5.5
net655,5.5
net900,5.5
_04288_,5.495
_00975_,5.49
_00984_,5.49
_00302_,5.48
_00410_,5.48
_01023_,5.48
_02057_,5.48
_02409_,5.48
_02414_,5.48
_04211_,5.48
_04787_,5.48
_04957_,5.48
_06194_,5.48
_06562_,5.48
_07342_,5.48
_07894_,5.48
buf_b.mem\[14\]\[0\],5.48
_00088_,5.46
_00209_,5.46
_00316_,5.46
_02416_,5.46
_04598_,5.44
_05763_,5.44
_08017_,5.44
_00799_,5.43
_01242_,5.43
_01569_,5.425
_07954_,5.41
result01[16],5.41
result01[22],5.41
result10[4],5.41
result11[19],5.41
result12[13],5.41
result12[4],5.41
result20[30],5.41
result21[31],5.41
result23[16],5.41
result32[12],5.41
_00001_,5.4
_00164_,5.4
_00294_,5.4
_00535_,5.4
_02296_,5.4
_03008_,5.4
_03280_,5.4
_03405_,5.4
_03921_,5.4
_04254_,5.4
_04258_,5.4
_04875_,5.4
_05515_,5.4
_07918_,5.4
_08623_,5.4
net1069,5.4
_00872_,5.39
_00479_,5.385
_00081_,5.38
_00368_,5.38
_00428_,5.38
_00472_,5.38
_00482_,5.38
_02078_,5.38
_02340_,5.38
_02657_,5.38
_02961_,5.38
_03509_,5.38
_04277_,5.38
_04324_,5.38
_04481_,5.38
_04508_,5.38
_04532_,5.38
_05524_,5.38
_05696_,5.38
_05698_,5.38
_05799_,5.38
_05820_,5.38
_06355_,5.38
_06607_,5.38
_06692_,5.38
_07259_,5.38
_08136_,5.38
_08188_,5.38
_08256_,5.38
_08713_,5.38
a3_d2\[0\],5.38
buf_b.row2\[7\],5.38
net650,5.38
net1121,5.38
_03156_,5.375
_00305_,5.36
_00933_,5.36
_02532_,5.36
_03988_,5.36
_04960_,5.36
_05016_,5.36
_05234_,5.36
_05434_,5.36
_05748_,5.36
_06367_,5.36
_06500_,5.36
_06526_,5.36
_06636_,5.36
_06780_,5.36
_08093_,5.36
_08368_,5.36
net1057,5.36
_01469_,5.355
_07557_,5.35
_01535_,5.345
_01651_,5.345
_00557_,5.34
_01734_,5.34
_01871_,5.34
_02052_,5.34
_02204_,5.34
_02565_,5.34
_02776_,5.34
_03255_,5.34
_03347_,5.34
_03583_,5.34
_04655_,5.34
_04711_,5.34
_05936_,5.34
_06183_,5.34
_06317_,5.34
_06466_,5.34
_06700_,5.34
buf_b.mem\[8\]\[6\],5.34
buf_b.row3\[1\],5.34
buf_b.row3\[3\],5.34
net758,5.34
_01020_,5.33
_01036_,5.33
_01107_,5.33
_01620_,5.325
_01500_,5.305
_01770_,5.3
_01823_,5.28
_01935_,5.28
_01997_,5.28
_02771_,5.28
_03028_,5.28
_03729_,5.28
_03785_,5.28
_03860_,5.28
_03886_,5.28
_05032_,5.28
_05047_,5.28
_06032_,5.28
_06478_,5.28
_06840_,5.28
_06849_,5.28
_07319_,5.28
_01529_,5.265
_01629_,5.265
_00270_,5.26
_00373_,5.26
_00704_,5.26
_02462_,5.26
_03278_,5.26
_03594_,5.26
_03704_,5.26
_03917_,5.26
_04230_,5.26
_04467_,5.26
_04835_,5.26
_05369_,5.26
_06209_,5.26
_06454_,5.26
_06585_,5.26
_06681_,5.26
_07024_,5.26
_07097_,5.26
_07175_,5.26
_07493_,5.26
_07625_,5.26
_07800_,5.26
_07840_,5.26
_07913_,5.26
_07925_,5.26
_08487_,5.26
_08535_,5.26
buf_a.mem\[7\]\[3\],5.26
buf_b.mem\[3\]\[3\],5.26
buf_b.mem\[6\]\[6\],5.26
net921,5.26
_04361_,5.245
_00599_,5.24
_00780_,5.24
_01375_,5.24
_03043_,5.24
_03592_,5.24
_03648_,5.24
_08295_,5.24
_00314_,5.225
_00331_,5.225
net598,5.225
_00744_,5.22
_00846_,5.22
_01817_,5.22
_01828_,5.22
_01872_,5.22
_02024_,5.22
_02194_,5.22
_02227_,5.22
_02306_,5.22
_02812_,5.22
_03465_,5.22
_04399_,5.22
_05191_,5.22
_08252_,5.22
_08299_,5.22
buf_a.mem\[8\]\[2\],5.22
net543,5.22
_07306_,5.215
_06530_,5.2
_01067_,5.19
_08548_,5.19
result00[26],5.19
result00[4],5.19
result01[27],5.19
result01[29],5.19
result02[0],5.19
result03[20],5.19
result03[9],5.19
result11[23],5.19
result11[24],5.19
result11[2],5.19
result11[3],5.19
result12[15],5.19
result12[27],5.19
result20[13],5.19
result21[28],5.19
result22[13],5.19
result22[26],5.19
result22[29],5.19
result30[20],5.19
result30[21],5.19
result30[31],5.19
result30[6],5.19
result31[24],5.19
result32[26],5.19
result32[29],5.19
_01729_,5.175
_07052_,5.17
_01667_,5.16
_07257_,5.16
_07579_,5.16
_08521_,5.16
net1082,5.16
_01142_,5.15
_00172_,5.14
_00364_,5.14
_00394_,5.14
_00429_,5.14
_00443_,5.14
_00465_,5.14
_00466_,5.14
_00570_,5.14
_01032_,5.14
_01131_,5.14
_02806_,5.14
_03614_,5.14
_03660_,5.14
_04734_,5.14
_05074_,5.14
_05261_,5.14
_05335_,5.14
_05837_,5.14
_07294_,5.14
_07312_,5.14
_08604_,5.14
_00860_,5.12
_02933_,5.12
_04183_,5.12
_05000_,5.12
_08019_,5.12
net604,5.105
_00707_,5.1
_00866_,5.1
_00960_,5.1
_01296_,5.1
_00898_,5.09
_01628_,5.085
_01697_,5.085
_00606_,5.07
_00892_,5.07
_01011_,5.07
done,5.07
result00[14],5.07
result00[22],5.07
result00[2],5.07
result01[6],5.07
result02[30],5.07
result02[3],5.07
result03[17],5.07
result03[19],5.07
result10[26],5.07
result13[17],5.07
result22[19],5.07
result22[5],5.07
result22[6],5.07
result22[9],5.07
result23[19],5.07
result23[26],5.07
result23[31],5.07
result30[17],5.07
result30[27],5.07
result30[30],5.07
result30[7],5.07
result31[18],5.07
result31[20],5.07
result31[28],5.07
result32[6],5.07
result33[18],5.07
result33[29],5.07
_01625_,5.065
_02879_,5.06
_04044_,5.06
_04767_,5.06
_05157_,5.06
_08309_,5.06
a3_d1\[4\],5.06
net1053,5.06
net1074,5.06
net1097,5.06
net1101,5.06
net1105,5.06
net1111,5.06
net1112,5.06
net1116,5.06
net1122,5.06
net1155,5.06
net1189,5.06
net1200,5.06
net1211,5.06
net1215,5.06
_01492_,5.045
_00105_,5.04
_00116_,5.04
_00381_,5.04
_00386_,5.04
_03865_,5.04
_04246_,5.04
_04578_,5.04
net633,5.04
net636,5.04
_00414_,5.02
_00415_,5.02
_00470_,5.02
_03172_,5.02
_04421_,5.02
_04612_,5.02
_05097_,5.02
_05260_,5.02
_05306_,5.02
_05488_,5.02
_05961_,5.02
_06011_,5.02
_06141_,5.02
_06189_,5.02
_06826_,5.02
_06997_,5.02
_07069_,5.02
_07131_,5.02
_07942_,5.02
_08560_,5.02
_00547_,5
_00714_,5
_00804_,5
_01390_,5
_01424_,5
_06775_,5
_00589_,4.99
_00634_,4.99
_00711_,4.99
_01156_,4.99
_01378_,4.99
_01511_,4.985
_01470_,4.975
_00656_,4.97
_05033_,4.97
_07250_,4.97
result11[10],4.95
_00122_,4.94
_00194_,4.94
_02922_,4.94
_03359_,4.94
_03971_,4.94
_04418_,4.94
_05083_,4.94
_05631_,4.94
_05840_,4.94
_06268_,4.94
_06570_,4.94
_06871_,4.94
_06890_,4.94
_07623_,4.94
_08197_,4.94
_08495_,4.94
buf_a.row3\[2\],4.94
net861,4.94
_00050_,4.92
_00169_,4.92
_00345_,4.92
_00358_,4.92
_00388_,4.92
_00458_,4.92
_00459_,4.92
_00495_,4.92
_00853_,4.92
_01271_,4.92
_01737_,4.92
_01788_,4.92
_01853_,4.92
_02075_,4.92
_02370_,4.92
_02389_,4.92
_02598_,4.92
_02716_,4.92
_02741_,4.92
_02826_,4.92
_02871_,4.92
_03041_,4.92
_03177_,4.92
_03344_,4.92
_03536_,4.92
_04311_,4.92
_04362_,4.92
_04507_,4.92
_05280_,4.92
_05707_,4.92
_05810_,4.92
_05946_,4.92
_06008_,4.92
_06669_,4.92
_06863_,4.92
_07844_,4.92
_07851_,4.92
_07996_,4.92
_08210_,4.92
_08348_,4.92
b2_d1\[5\],4.92
buf_b.mem\[11\]\[4\],4.92
buf_b.mem\[4\]\[6\],4.92
net548,4.92
net626,4.92
net991,4.92
net1106,4.92
net1114,4.92
net1275,4.92
_03274_,4.91
_00173_,4.9
_02799_,4.9
_03726_,4.9
_03942_,4.9
_04477_,4.9
_04488_,4.9
_05833_,4.9
_05966_,4.9
_06986_,4.9
_07668_,4.9
_08104_,4.9
_01515_,4.885
_01725_,4.885
_00253_,4.88
_00430_,4.88
_00551_,4.88
_00562_,4.88
_01159_,4.88
_01792_,4.88
_01805_,4.88
_01827_,4.88
_01829_,4.88
_01858_,4.88
_01889_,4.88
_01910_,4.88
_01992_,4.88
_02093_,4.88
_02576_,4.88
_02717_,4.88
_03827_,4.88
_03958_,4.88
_03968_,4.88
_05273_,4.88
_05944_,4.88
_06170_,4.88
_07003_,4.88
_07074_,4.88
_07327_,4.88
_08074_,4.88
_08597_,4.88
buf_a.mem\[14\]\[5\],4.88
buf_b.mem\[12\]\[1\],4.88
buf_b.row2\[6\],4.88
net607,4.88
_00791_,4.87
_00989_,4.87
_00999_,4.87
_01049_,4.87
_01073_,4.87
_01139_,4.87
_01152_,4.87
_01218_,4.87
_01355_,4.87
_01380_,4.87
_01389_,4.87
_01426_,4.87
_01388_,4.85
result00[29],4.85
result01[1],4.85
result02[2],4.85
result02[5],4.85
result03[26],4.85
result10[30],4.85
result11[9],4.85
result12[19],4.85
result12[3],4.85
result13[10],4.85
result23[0],4.85
result30[15],4.85
_01592_,4.845
_01614_,4.845
_01641_,4.845
_01701_,4.845
_00522_,4.82
_01880_,4.82
_02033_,4.82
_02082_,4.82
_02095_,4.82
_02595_,4.82
_03538_,4.82
_03852_,4.82
_03866_,4.82
_04310_,4.82
_04395_,4.82
_04790_,4.82
_05279_,4.82
_05479_,4.82
_05854_,4.82
_07310_,4.82
_05510_,4.815
_00205_,4.8
_01430_,4.8
_01847_,4.8
_01848_,4.8
_01890_,4.8
_02537_,4.8
_02587_,4.8
_02885_,4.8
_03110_,4.8
_03225_,4.8
_03920_,4.8
_04309_,4.8
_04328_,4.8
_04952_,4.8
_05005_,4.8
_05041_,4.8
_05158_,4.8
_05161_,4.8
_05554_,4.8
_05701_,4.8
_06259_,4.8
_06781_,4.8
_06926_,4.8
_06930_,4.8
_07103_,4.8
_07307_,4.8
_07591_,4.8
_07808_,4.8
_08344_,4.8
_08371_,4.8
_08664_,4.8
_08719_,4.8
buf_a.row1\[4\],4.8
buf_b.mem\[1\]\[4\],4.8
buf_b.row1\[7\],4.8
net753,4.8
_02707_,4.78
_03900_,4.78
_06506_,4.78
_07732_,4.78
_08357_,4.78
_05209_,4.775
_08639_,4.775
_01361_,4.76
_01762_,4.76
_01845_,4.76
_01904_,4.76
_01948_,4.76
_01959_,4.76
_01968_,4.76
_01982_,4.76
_02076_,4.76
_03918_,4.76
_04374_,4.76
_06158_,4.76
_06490_,4.76
_06547_,4.76
_07381_,4.76
_07466_,4.76
_08594_,4.76
_01181_,4.73
result20[26],4.73
_01557_,4.7
_01658_,4.7
_02274_,4.7
_02866_,4.7
_07193_,4.7
_00083_,4.68
_00433_,4.68
_00507_,4.68
_00808_,4.68
_00833_,4.68
_00906_,4.68
_01376_,4.68
_02030_,4.68
_02386_,4.68
_02842_,4.68
_03298_,4.68
_04197_,4.68
_04452_,4.68
_04531_,4.68
_04638_,4.68
_07143_,4.68
_07555_,4.68
_08570_,4.68
buf_a.mem\[2\]\[6\],4.68
net1129,4.68
_01384_,4.66
net1061,4.66
net1126,4.66
_05830_,4.65
_07152_,4.65
_07454_,4.64
_01508_,4.635
_01573_,4.625
_01581_,4.625
_00605_,4.61
result13[26],4.61
_00182_,4.605
_01652_,4.605
_00067_,4.6
_02185_,4.6
_03159_,4.6
_05021_,4.6
_05148_,4.6
_05446_,4.6
_06577_,4.6
net879,4.6
_05111_,4.595
_01536_,4.585
_01553_,4.585
_00002_,4.58
_00103_,4.58
_00146_,4.58
_00256_,4.58
_00390_,4.58
_01733_,4.58
_02388_,4.58
_03155_,4.58
_03486_,4.58
_03567_,4.58
_04487_,4.58
_05151_,4.58
_07869_,4.58
net594,4.58
net664,4.58
_05720_,4.57
_00236_,4.565
_00277_,4.56
_00387_,4.56
_00754_,4.56
_01168_,4.56
_01298_,4.56
_02526_,4.56
_02545_,4.56
_02828_,4.56
_02868_,4.56
_03624_,4.56
_03772_,4.56
_03782_,4.56
_04273_,4.56
_05805_,4.56
_06978_,4.56
_07221_,4.56
_07383_,4.56
_07745_,4.56
_07850_,4.56
_08140_,4.56
buf_a.mem\[11\]\[3\],4.56
buf_b.mem\[14\]\[7\],4.56
buf_b.mem\[2\]\[0\],4.56
buf_b.mem\[6\]\[0\],4.56
buf_b.mem\[6\]\[7\],4.56
_02436_,4.55
_00281_,4.54
_00473_,4.54
_00531_,4.54
_00665_,4.54
_00689_,4.54
_00911_,4.54
_01048_,4.54
_01288_,4.54
_01431_,4.54
_04291_,4.54
_04313_,4.54
_00646_,4.53
_04813_,4.53
_08392_,4.53
_06300_,4.52
_02066_,4.5
_00214_,4.48
_00384_,4.48
_00448_,4.48
_00450_,4.48
_00480_,4.48
_00508_,4.48
_01703_,4.48
_02382_,4.48
_03139_,4.48
_03152_,4.48
_03907_,4.48
_04081_,4.48
_04408_,4.48
_04745_,4.48
_05550_,4.48
_06473_,4.48
_06860_,4.48
_07140_,4.48
_07502_,4.48
_07532_,4.48
_07803_,4.48
_08331_,4.48
_08442_,4.48
_08733_,4.48
_03299_,4.475
_01078_,4.47
_00109_,4.46
_00111_,4.46
_00144_,4.46
_00191_,4.46
_00213_,4.46
_00224_,4.46
_00338_,4.46
_00523_,4.46
_00524_,4.46
_00545_,4.46
_00567_,4.46
_00800_,4.46
_02011_,4.46
_02087_,4.46
_02485_,4.46
_03036_,4.46
_03507_,4.46
_03511_,4.46
_03604_,4.46
_03765_,4.46
_04002_,4.46
_04015_,4.46
_04249_,4.46
_04268_,4.46
_04353_,4.46
_04953_,4.46
_07078_,4.46
_07126_,4.46
_07887_,4.46
_08257_,4.46
_08374_,4.46
_08592_,4.46
_08630_,4.46
buf_a.mem\[15\]\[6\],4.46
buf_a.mem\[8\]\[0\],4.46
buf_a.row3\[1\],4.46
buf_b.row2\[2\],4.46
net602,4.46
net1084,4.46
_00279_,4.44
_01366_,4.44
_01862_,4.44
_02447_,4.44
_03837_,4.44
_04344_,4.44
_06350_,4.44
_07747_,4.44
_07752_,4.44
_08269_,4.44
_04095_,4.435
_06969_,4.43
_01564_,4.425
_01670_,4.425
_00320_,4.42
_00635_,4.42
_00770_,4.42
_00957_,4.42
_01798_,4.42
_01854_,4.42
_01881_,4.42
_01885_,4.42
_01895_,4.42
_01911_,4.42
_02062_,4.42
_02577_,4.42
_02723_,4.42
_03673_,4.42
_04698_,4.42
_05457_,4.42
_07094_,4.42
_07696_,4.42
_08327_,4.42
_08440_,4.42
_08590_,4.42
b2_d1\[1\],4.42
b3_d1\[6\],4.42
buf_a.mem\[7\]\[4\],4.42
_00627_,4.41
_00757_,4.41
_00762_,4.41
_00887_,4.41
_01189_,4.41
_00608_,4.39
_00742_,4.39
result00[0],4.39
result00[10],4.39
result00[1],4.39
result00[21],4.39
result02[13],4.39
result02[26],4.39
result02[9],4.39
result03[12],4.39
result10[22],4.39
result10[27],4.39
result10[28],4.39
result10[31],4.39
result11[18],4.39
result11[4],4.39
result12[26],4.39
result13[0],4.39
result13[4],4.39
result20[6],4.39
result21[21],4.39
result22[0],4.39
result22[17],4.39
result22[1],4.39
result23[20],4.39
result23[27],4.39
result23[6],4.39
result30[19],4.39
result31[13],4.39
result31[22],4.39
result31[30],4.39
result31[31],4.39
result32[9],4.39
result33[16],4.39
result33[20],4.39
result33[23],4.39
result33[25],4.39
_01495_,4.385
_01503_,4.385
_01637_,4.385
_01669_,4.385
_01679_,4.385
_01710_,4.385
_03468_,4.36
_04441_,4.36
_04973_,4.36
_05307_,4.36
_08589_,4.36
_08725_,4.36
_08287_,4.355
_00114_,4.34
_00149_,4.34
_00333_,4.34
_00486_,4.34
_00857_,4.34
_01219_,4.34
_01774_,4.34
_01893_,4.34
_02056_,4.34
_02067_,4.34
_02083_,4.34
_02374_,4.34
_02639_,4.34
_02877_,4.34
_02883_,4.34
_02902_,4.34
