net,length_um
_06126_,17.98
_06778_,17.98
_04174_,17.96
_05925_,17.96
_05995_,17.96
_07064_,17.96
_04535_,17.94
_05828_,17.94
_07676_,17.94
_03447_,17.9
_07282_,17.9
_08194_,17.9
_03693_,17.88
_03699_,17.88
buf_a.write_ptr\[1\],17.88
_03350_,17.875
_06947_,17.86
net1282,17.86
_03623_,17.85
_05503_,17.84
_07183_,17.84
_05913_,17.82
_07328_,17.82
_07721_,17.82
net1227,17.82
_02957_,17.8
_00049_,17.78
_05526_,17.78
_04105_,17.76
_00026_,17.74
_03361_,17.74
_03435_,17.74
_06292_,17.74
_08131_,17.74
_08253_,17.74
_02678_,17.72
_03844_,17.72
_07205_,17.72
_03478_,17.7
_07519_,17.7
_08375_,17.7
_08513_,17.7
_00005_,17.68
_04544_,17.68
_05286_,17.66
_06243_,17.66
_03646_,17.64
_04893_,17.64
_05627_,17.64
_06056_,17.64
_08324_,17.64
_06651_,17.635
_05443_,17.61
_05129_,17.6
_03473_,17.58
_03554_,17.58
_04636_,17.58
_07876_,17.58
_08717_,17.58
buf_a.write_ptr\[0\],17.58
_04358_,17.56
_05460_,17.56
_08273_,17.56
_07240_,17.54
_02434_,17.52
_02816_,17.52
_03580_,17.52
_05311_,17.5
_07079_,17.48
_08311_,17.48
buf_b.mem\[8\]\[7\],17.48
_02549_,17.46
_05638_,17.46
_07560_,17.45
_08647_,17.44
buf_b.mem\[7\]\[3\],17.44
_04120_,17.42
_06675_,17.42
_08168_,17.42
net570,17.42
_03565_,17.4
_03630_,17.38
_02439_,17.36
_03831_,17.36
_03938_,17.36
_05727_,17.36
_08514_,17.36
clknet_leaf_143_clk,17.36
_05795_,17.34
_03997_,17.32
_04686_,17.32
_05464_,17.32
_04416_,17.3
_08065_,17.3
net1039,17.3
_02427_,17.28
_03599_,17.28
_06038_,17.28
_08557_,17.28
buf_b.mem\[10\]\[1\],17.28
_07714_,17.265
_04289_,17.24
_06276_,17.24
_07426_,17.24
_07469_,17.24
_02376_,17.22
_03094_,17.22
_03198_,17.22
_05001_,17.22
_06793_,17.22
_08016_,17.205
_06171_,17.2
_08635_,17.2
_03117_,17.18
_02715_,17.16
_04747_,17.16
_06287_,17.16
_06430_,17.16
_06876_,17.16
_08728_,17.16
_02995_,17.14
_03725_,17.14
_07124_,17.14
_08153_,17.14
_02477_,17.12
_04364_,17.12
_05188_,17.12
_05317_,17.12
_07666_,17.12
_08079_,17.12
_08398_,17.12
_02603_,17.1
_03970_,17.1
_04560_,17.1
_05340_,17.1
_07322_,17.1
net907,17.1
net1011,17.095
_02522_,17.08
_02625_,17.08
_02685_,17.08
_03504_,17.08
_03697_,17.08
_06611_,17.08
_00018_,17.06
_00047_,17.06
_08066_,17.06
_08563_,17.06
_08744_,17.06
_05759_,17.04
_03535_,17.02
_04098_,17.02
_05076_,17.02
_05465_,17.02
_02407_,17.01
_06258_,16.98
_02472_,16.96
_04846_,16.96
_05453_,16.96
buf_a.mem\[10\]\[0\],16.96
net1037,16.96
_06156_,16.94
result02[29],16.94
net803,16.94
_06437_,16.92
buf_b.mem\[13\]\[2\],16.92
_02327_,16.9
_07274_,16.9
_08588_,16.9
_06001_,16.88
_02777_,16.86
_06875_,16.86
buf_a.row3\[7\],16.86
_03797_,16.84
_06699_,16.84
_06075_,16.82
_06630_,16.82
_07770_,16.82
_04656_,16.8
_07465_,16.8
_02498_,16.78
_05288_,16.78
_07203_,16.78
_07212_,16.78
_02590_,16.76
_04661_,16.76
_05262_,16.76
_06824_,16.76
_08292_,16.76
_03640_,16.74
_04133_,16.74
_04613_,16.74
_04959_,16.74
_06470_,16.73
_03109_,16.72
_04782_,16.72
buf_a.mem\[1\]\[4\],16.72
_06023_,16.7
_04117_,16.68
_05182_,16.68
_06316_,16.68
_07220_,16.68
_08670_,16.68
_04214_,16.66
_07785_,16.66
net558,16.66
_00009_,16.64
_02506_,16.64
_03143_,16.64
_04173_,16.64
_05298_,16.64
_05984_,16.64
_08485_,16.64
_00006_,16.62
_04142_,16.62
_04490_,16.62
_05381_,16.62
_06740_,16.62
buf_b.mem\[10\]\[0\],16.62
_06455_,16.6
_07512_,16.6
buf_b.read_ptr\[1\],16.59
_02422_,16.58
_07043_,16.58
_05812_,16.56
_03487_,16.54
_08244_,16.54
_02521_,16.52
_02566_,16.52
_02689_,16.52
_03104_,16.52
_03050_,16.5
_06716_,16.5
result30[10],16.5
_02764_,16.48
_07228_,16.48
buf_b.mem\[2\]\[3\],16.48
_03745_,16.46
_05644_,16.46
_03337_,16.455
_03397_,16.44
_06077_,16.44
_02852_,16.42
_04239_,16.42
_05063_,16.42
_03089_,16.4
_04697_,16.4
_06280_,16.4
buf_b.mem\[15\]\[6\],16.4
_02451_,16.38
_06790_,16.38
_08302_,16.38
result11[0],16.38
_04349_,16.36
_04890_,16.36
_05164_,16.36
_06079_,16.36
_07302_,16.36
_06638_,16.34
_07233_,16.34
_02659_,16.32
_02945_,16.32
_04130_,16.32
_06052_,16.32
_00249_,16.3
_00324_,16.3
_06495_,16.3
_07450_,16.3
result10[15],16.29
_04491_,16.28
_06761_,16.28
_07315_,16.28
_02713_,16.26
_05156_,16.26
_05884_,16.26
_05874_,16.24
_06219_,16.24
_07683_,16.24
_05813_,16.23
_04510_,16.22
_04717_,16.22
_06551_,16.22
_04367_,16.215
_02787_,16.2
_03999_,16.2
_06101_,16.2
_06422_,16.2
_07452_,16.2
_08246_,16.2
_08544_,16.2
_06250_,16.18
_06404_,16.18
_07424_,16.18
_07530_,16.18
_07972_,16.18
_02704_,16.16
_02925_,16.16
_03354_,16.16
_05186_,16.16
_07667_,16.16
_05463_,16.14
_07084_,16.14
_08081_,16.14
_08347_,16.14
_04159_,16.12
_05445_,16.12
s_axis_a_data[2],16.12
_00037_,16.1
_07476_,16.1
net797,16.1
_07837_,16.08
result03[13],16.07
_03563_,16.06
_08214_,16.06
_07027_,16.04
_07983_,16.04
_08264_,16.04
_05246_,16.035
_06138_,16.02
buf_b.mem\[7\]\[0\],16.02
result21[11],16.02
result22[16],16.02
net887,16.02
_02478_,16
_02564_,15.98
_04327_,15.98
_02275_,15.96
_05547_,15.96
net950,15.96
_06464_,15.95
_01996_,15.94
_03738_,15.94
_06754_,15.94
net777,15.94
_02432_,15.92
_03215_,15.92
_03994_,15.92
_05778_,15.92
_06237_,15.92
_07592_,15.92
_05772_,15.9
_06036_,15.9
buf_b.mem\[3\]\[7\],15.9
_07826_,15.88
net583,15.88
_00208_,15.86
_02613_,15.86
_02693_,15.86
_05028_,15.86
_06837_,15.86
_06932_,15.86
buf_b.mem\[15\]\[1\],15.86
net1201,15.85
_06618_,15.84
_00071_,15.82
_03915_,15.82
_05557_,15.82
_05732_,15.82
_05981_,15.82
_07289_,15.82
_08078_,15.82
_08306_,15.82
_02242_,15.8
_03639_,15.8
_06696_,15.8
_07112_,15.8
_07195_,15.8
_08024_,15.8
_01588_,15.785
_08559_,15.785
_02463_,15.78
_02680_,15.78
_04524_,15.78
_06435_,15.78
_06483_,15.78
_05072_,15.76
_08379_,15.76
_08423_,15.76
_03111_,15.74
_06439_,15.74
net1141,15.74
_05258_,15.72
_06782_,15.72
net689,15.72
_03880_,15.7
_04938_,15.7
_06527_,15.7
_07772_,15.7
_04164_,15.68
_05088_,15.68
_05362_,15.68
_06906_,15.68
_08038_,15.68
net969,15.68
_06574_,15.665
_02040_,15.66
_03096_,15.66
_05495_,15.66
_05691_,15.66
_05834_,15.66
_05907_,15.66
buf_b.mem\[4\]\[3\],15.66
_02597_,15.64
_05090_,15.64
_05375_,15.64
_07716_,15.64
net1261,15.64
_02599_,15.625
_05203_,15.62
_06475_,15.62
_08394_,15.62
result20[29],15.62
_02660_,15.6
_04355_,15.6
_04387_,15.6
_05659_,15.6
_06671_,15.6
_07147_,15.6
_08146_,15.6
net1081,15.6
_04647_,15.58
_05568_,15.58
_07957_,15.58
_07962_,15.58
_06178_,15.57
_04944_,15.56
_07914_,15.56
_08498_,15.56
_08650_,15.56
buf_a.mem\[1\]\[0\],15.56
_05809_,15.54
_06882_,15.54
_03522_,15.53
_02819_,15.52
_06022_,15.52
_06606_,15.52
_08223_,15.52
net1002,15.52
_00035_,15.5
_00477_,15.5
_02531_,15.5
_02636_,15.5
_04805_,15.5
_06030_,15.5
net1009,15.5
_00028_,15.48
_02269_,15.48
_04169_,15.48
_07392_,15.48
_07698_,15.48
_08154_,15.48
buf_a.mem\[4\]\[7\],15.48
_02287_,15.46
_03329_,15.46
_05376_,15.46
_06196_,15.46
_07318_,15.45
_07987_,15.45
_04503_,15.44
_07982_,15.44
_08564_,15.44
_06447_,15.435
_06087_,15.42
_07619_,15.42
_08529_,15.42
net967,15.4
_03382_,15.38
_08008_,15.38
_08271_,15.38
_06893_,15.375
_02592_,15.36
_03612_,15.36
_04616_,15.36
_05645_,15.36
_06319_,15.36
_07048_,15.36
_07950_,15.36
buf_a.mem\[1\]\[1\],15.36
_02249_,15.34
_02277_,15.34
_05366_,15.34
_08189_,15.34
_03223_,15.32
_06601_,15.32
_07029_,15.32
buf_b.mem\[3\]\[6\],15.32
result30[14],15.32
net864,15.32
_03947_,15.3
_07125_,15.3
_00017_,15.28
_04168_,15.28
_04459_,15.28
_06390_,15.28
_06467_,15.28
_06550_,15.28
_07542_,15.28
net800,15.28
_03364_,15.26
_04585_,15.26
_04759_,15.26
net1004,15.26
_02985_,15.24
_03048_,15.24
_03931_,15.24
_06174_,15.24
_06933_,15.24
result20[19],15.24
result23[14],15.24
result30[0],15.24
_03076_,15.22
_03557_,15.22
_04035_,15.22
_04419_,15.22
_05282_,15.22
_06161_,15.22
_07670_,15.22
_08196_,15.22
net658,15.22
net903,15.22
net1208,15.22
_03201_,15.18
_06808_,15.18
_07567_,15.18
_07572_,15.18
_02569_,15.16
_04483_,15.16
_07395_,15.16
_05135_,15.145
_02749_,15.14
_06021_,15.14
_06392_,15.14
_06545_,15.14
buf_a.mem\[11\]\[7\],15.14
_07586_,15.135
_03422_,15.12
_04271_,15.12
_05653_,15.12
_08063_,15.12
_08709_,15.12
net980,15.12
_02647_,15.1
_07122_,15.1
_07472_,15.1
_07903_,15.1
_08231_,15.1
buf_b.mem\[7\]\[2\],15.1
_03085_,15.08
_07564_,15.08
_07858_,15.08
_08161_,15.08
_02279_,15.06
_04424_,15.06
_05561_,15.06
_06339_,15.06
_07715_,15.06
_07754_,15.06
_07275_,15.04
_03334_,15.02
_05871_,15.02
_07419_,15.02
_07845_,15.02
_08035_,15.02
net565,15.02
_02543_,15
_02802_,15
_03740_,15
_04838_,15
_06416_,15
buf_a.row2\[3\],15
result01[24],15
result03[10],15
result10[0],15
result10[2],15
result13[19],15
result21[29],15
result21[6],15
result23[9],15
result30[23],15
result31[17],15
result32[7],15
net984,15
_02936_,14.98
_04200_,14.98
_05275_,14.98
_06772_,14.98
_02897_,14.96
_04063_,14.96
_05489_,14.96
_06605_,14.96
_07187_,14.96
_04588_,14.94
_04618_,14.94
_05040_,14.94
_05517_,14.94
_06433_,14.94
_08001_,14.94
_08268_,14.94
_08390_,14.94
buf_b.mem\[2\]\[2\],14.94
_00066_,14.92
_02662_,14.92
_03806_,14.92
_05226_,14.92
_05646_,14.92
_06190_,14.92
_06342_,14.92
_07264_,14.92
_02601_,14.905
_02684_,14.9
_03404_,14.9
net996,14.9
net1013,14.89
_00055_,14.88
_03023_,14.88
_05861_,14.88
_07026_,14.88
_08460_,14.88
net1226,14.88
_05829_,14.875
_02467_,14.86
_05777_,14.86
_08473_,14.86
_08708_,14.86
buf_b.mem\[0\]\[1\],14.86
_02810_,14.84
_05560_,14.84
_06151_,14.84
_07631_,14.84
_08426_,14.84
_04263_,14.82
_04702_,14.82
_04749_,14.82
_05055_,14.82
_05649_,14.82
_05807_,14.82
_07397_,14.82
_00666_,14.81
_02627_,14.8
_05402_,14.8
_06042_,14.8
_03022_,14.78
_03870_,14.78
_05174_,14.78
_05225_,14.78
_06443_,14.78
result12[30],14.78
net885,14.78
_02090_,14.76
_03855_,14.76
_04148_,14.76
buf_b.mem\[1\]\[5\],14.76
net1151,14.76
_05232_,14.74
_05321_,14.74
buf_a.mem\[6\]\[7\],14.74
_03508_,14.72
_05013_,14.72
_05180_,14.72
_07211_,14.72
_03392_,14.7
_04129_,14.7
_05325_,14.7
_06566_,14.7
_07534_,14.7
net896,14.7
net1018,14.7
_06063_,14.695
_05598_,14.68
_05632_,14.68
_06232_,14.68
_06501_,14.68
_07645_,14.68
b3_d2\[6\],14.68
_05855_,14.675
_04126_,14.66
buf_b.mem\[5\]\[7\],14.66
net1241,14.66
_02602_,14.64
_04525_,14.64
_05643_,14.64
_05997_,14.64
result00[30],14.64
_03698_,14.62
_06364_,14.62
_07500_,14.62
_02998_,14.6
_05684_,14.6
_06175_,14.6
buf_b.mem\[9\]\[1\],14.6
_00027_,14.58
_00044_,14.58
_03787_,14.58
_04877_,14.58
_05215_,14.58
_08504_,14.58
_02746_,14.56
_02801_,14.56
_03774_,14.56
_03982_,14.56
_04884_,14.56
_05149_,14.56
_06561_,14.56
_08617_,14.56
_02267_,14.54
_02387_,14.54
_06114_,14.54
_06267_,14.54
result01[30],14.54
result01[7],14.54
result02[23],14.54
result02[4],14.54
result10[21],14.54
result20[16],14.54
result23[29],14.54
result32[13],14.54
result32[18],14.54
result32[3],14.54
result33[2],14.54
s_axis_a_data[0],14.54
net1289,14.54
_05992_,14.53
_07439_,14.52
_07603_,14.52
_07629_,14.52
_08611_,14.52
_02043_,14.5
_08558_,14.5
_04582_,14.48
_05423_,14.48
_06646_,14.48
_07265_,14.48
_07968_,14.48
net978,14.48
net1252,14.48
_02800_,14.46
_05499_,14.46
_08260_,14.46
net1229,14.46
_02273_,14.44
_04404_,14.44
_06656_,14.44
_06957_,14.44
_06995_,14.44
_07360_,14.44
_07763_,14.44
_02500_,14.42
_03402_,14.42
_06731_,14.42
_07764_,14.42
_07162_,14.41
_05229_,14.4
_08522_,14.4
_02442_,14.39
_03313_,14.385
_03587_,14.38
_04184_,14.38
_08207_,14.38
net1044,14.38
_03456_,14.36
_04007_,14.36
_05599_,14.36
_06476_,14.36
_08021_,14.36
_02215_,14.35
_00238_,14.34
_04545_,14.34
_06711_,14.34
_08591_,14.34
result12[25],14.34
_05947_,14.335
_04878_,14.32
_06616_,14.32
result13[2],14.32
_04265_,14.305
_01114_,14.3
_03131_,14.3
_03638_,14.3
_06229_,14.3
_07236_,14.3
_07673_,14.3
_02384_,14.28
_05254_,14.28
_06091_,14.28
_06307_,14.28
_02943_,14.26
_05331_,14.26
_08747_,14.26
_08486_,14.255
_03082_,14.24
_03662_,14.24
_05397_,14.24
_03241_,14.22
_04934_,14.22
net956,14.22
_02728_,14.2
_04891_,14.2
_06006_,14.2
_08369_,14.2
_04264_,14.195
_02579_,14.18
_02938_,14.18
_03154_,14.18
_04964_,14.18
_06632_,14.18
result11[30],14.18
_06323_,14.17
_07513_,14.17
_06332_,14.16
_07969_,14.16
net1046,14.16
_02953_,14.14
_02987_,14.14
_03355_,14.14
_03876_,14.14
_06848_,14.14
_06942_,14.14
_07585_,14.14
buf_a.mem\[5\]\[5\],14.14
net771,14.14
_05030_,14.13
_03590_,14.12
_04799_,14.12
_05518_,14.12
net1246,14.12
_00153_,14.1
_02355_,14.1
_04065_,14.1
_05452_,14.1
_05680_,14.1
_06391_,14.1
_06394_,14.095
_03183_,14.08
_05399_,14.08
_05722_,14.08
_07509_,14.08
_08072_,14.08
result03[23],14.08
result11[17],14.08
result13[13],14.08
result13[22],14.08
net871,14.08
_02818_,14.06
_04101_,14.06
_04394_,14.06
_04956_,14.06
_05197_,14.06
_07348_,14.06
_05612_,14.055
_02294_,14.04
_02429_,14.04
_02916_,14.04
_04138_,14.04
_04223_,14.04
_03296_,14.035
_02195_,14.02
_02629_,14.02
_03147_,14.02
_05458_,14.02
_06181_,14.02
_07492_,14.02
_07610_,14.02
buf_a.mem\[15\]\[3\],14.02
_04733_,14
_04974_,14
_05540_,14
_08681_,14
net675,14
_05730_,13.98
_07006_,13.98
_07910_,13.98
result11[20],13.98
result22[18],13.98
net1239,13.98
_03261_,13.96
_05789_,13.96
_06082_,13.96
net1068,13.96
_02491_,13.94
_03975_,13.94
_04186_,13.94
_05241_,13.94
_06809_,13.94
_07744_,13.94
a3_d1\[3\],13.94
_05459_,13.93
_01945_,13.92
_03668_,13.92
_05077_,13.92
_05760_,13.92
_06819_,13.92
_06839_,13.92
_07037_,13.92
buf_a.mem\[9\]\[3\],13.92
_05057_,13.9
_05470_,13.9
_05879_,13.9
_07481_,13.9
buf_a.mem\[4\]\[0\],13.9
net868,13.9
_00158_,13.88
_04152_,13.88
_08705_,13.88
_04221_,13.86
_05652_,13.86
_06679_,13.86
_06766_,13.86
_04589_,13.84
_01833_,13.82
_03007_,13.82
_06670_,13.82
_07441_,13.82
_06773_,13.815
_02528_,13.8
_02557_,13.8
_06653_,13.8
_06938_,13.8
_07909_,13.8
_08540_,13.8
_03067_,13.79
_02551_,13.78
_05857_,13.78
_06372_,13.78
_02534_,13.76
_03136_,13.76
_03919_,13.76
_04821_,13.76
_05121_,13.76
_06649_,13.76
_07443_,13.76
_08312_,13.76
_03945_,13.74
_06379_,13.74
_07099_,13.74
_07161_,13.74
_07634_,13.74
_07746_,13.74
_07989_,13.74
_08676_,13.74
buf_a.mem\[5\]\[7\],13.735
_04486_,13.72
_05842_,13.72
_06208_,13.72
_07290_,13.72
buf_a.mem\[10\]\[7\],13.72
result02[10],13.72
result12[22],13.72
result13[9],13.72
result31[0],13.72
net981,13.72
net779,13.705
_04083_,13.7
_04405_,13.7
_05067_,13.7
_08658_,13.7
_07878_,13.685
_03922_,13.68
_06230_,13.68
net973,13.68
_01575_,13.665
_00423_,13.66
_04536_,13.66
_05085_,13.66
net899,13.66
_02012_,13.64
_02914_,13.64
_04088_,13.64
_04991_,13.64
_06242_,13.64
net1290,13.64
_00622_,13.62
_01832_,13.62
_04896_,13.62
_05623_,13.62
_06185_,13.62
result13[16],13.62
_07070_,13.615
_06337_,13.6
_08439_,13.6
_08622_,13.6
_02214_,13.58
_02311_,13.58
_07596_,13.58
_03773_,13.56
_04300_,13.56
_04833_,13.56
_05728_,13.56
_05920_,13.56
_08028_,13.56
_03290_,13.54
_03964_,13.54
_04789_,13.54
_05200_,13.54
_05278_,13.54
_07113_,13.54
_08497_,13.54
_08541_,13.54
result02[8],13.54
_04331_,13.53
_02890_,13.52
_04922_,13.52
_05051_,13.52
_07871_,13.52
_07883_,13.52
result10[19],13.52
result13[11],13.52
_00046_,13.5
_03928_,13.5
_06444_,13.5
_07077_,13.5
_02552_,13.48
_05572_,13.48
_06471_,13.48
_07042_,13.48
_07445_,13.48
_07654_,13.48
buf_b.mem\[15\]\[2\],13.48
count\[2\],13.48
net957,13.48
_05243_,13.46
_06093_,13.46
_07059_,13.46
_08201_,13.46
_08436_,13.46
_08730_,13.46
net1108,13.46
_04067_,13.44
_04539_,13.44
_08181_,13.44
_01918_,13.42
_02250_,13.42
_02999_,13.42
_03025_,13.42
_03051_,13.42
_03168_,13.42
_03803_,13.42
_05211_,13.42
_07333_,13.42
_07703_,13.42
_08409_,13.42
_03316_,13.405
_01842_,13.4
_03353_,13.4
_03741_,13.4
_04276_,13.4
_05603_,13.4
_05873_,13.4
_06970_,13.4
_07407_,13.4
net1128,13.4
_06266_,13.39
_03166_,13.38
_04611_,13.38
_08651_,13.38
net1287,13.38
_04651_,13.36
_05383_,13.36
_06206_,13.36
_06582_,13.36
_07497_,13.36
_07892_,13.36
_04131_,13.345
_03694_,13.34
_04735_,13.34
_06880_,13.34
_07451_,13.34
_05185_,13.32
_08643_,13.32
result11[15],13.32
_02631_,13.3
_04384_,13.3
_04409_,13.3
_04511_,13.3
result10[25],13.3
result20[22],13.3
result21[0],13.3
_06389_,13.28
_06873_,13.28
_07854_,13.27
_08358_,13.265
_03209_,13.26
_03576_,13.26
_07167_,13.26
a2_d1\[3\],13.26
net1176,13.26
_07632_,13.255
_02512_,13.24
_08313_,13.23
_02747_,13.22
_03303_,13.22
_03304_,13.22
_03431_,13.22
_04671_,13.22
_07281_,13.22
_08118_,13.22
_01653_,13.205
_00048_,13.2
_07447_,13.2
_07834_,13.2
net1022,13.2
_00370_,13.18
_02399_,13.18
_03795_,13.18
_04104_,13.18
_05220_,13.18
_05717_,13.18
_06560_,13.18
_07781_,13.18
net1240,13.18
_03123_,13.17
_03530_,13.16
_03853_,13.16
_05435_,13.16
_05731_,13.16
_06524_,13.16
net898,13.16
_02843_,13.14
_03497_,13.14
net945,13.14
_01923_,13.12
_03336_,13.12
_04640_,13.12
_06411_,13.12
_07907_,13.12
_02606_,13.1
_04888_,13.1
_02459_,13.08
_02942_,13.08
_03976_,13.08
_04644_,13.08
_03138_,13.065
_02372_,13.06
_02849_,13.06
_03270_,13.06
_03730_,13.06
_04351_,13.06
_04754_,13.06
_06261_,13.06
_07605_,13.06
result00[23],13.06
result01[10],13.06
result01[20],13.06
result01[8],13.06
result02[7],13.06
result03[25],13.06
result03[5],13.06
result10[13],13.06
result10[17],13.06
result10[23],13.06
result11[21],13.06
result12[0],13.06
result12[14],13.06
result12[2],13.06
result12[5],13.06
result13[18],13.06
result13[1],13.06
result13[25],13.06
result13[3],13.06
result20[14],13.06
result20[20],13.06
result20[21],13.06
result20[28],13.06
result20[7],13.06
result21[18],13.06
result21[20],13.06
result21[2],13.06
result22[11],13.06
result22[28],13.06
result23[2],13.06
result23[7],13.06
result23[8],13.06
result30[12],13.06
result30[18],13.06
result30[2],13.06
result31[16],13.06
result31[19],13.06
result31[5],13.06
result32[11],13.06
result32[31],13.06
result33[11],13.06
result33[28],13.06
result33[8],13.06
net841,13.06
_02046_,13.04
_02609_,13.04
_02752_,13.04
_03885_,13.04
_06375_,13.04
_06836_,13.04
_02219_,13.02
_05319_,13.02
_05521_,13.02
_06787_,13.02
_07712_,13.02
_02513_,13
_03202_,13
_04906_,13
_04977_,13
_07106_,13
_08457_,13
_00377_,12.98
_04269_,12.97
_02535_,12.96
_02893_,12.96
_04912_,12.96
_05544_,12.96
_06263_,12.96
_07568_,12.96
buf_a.mem\[1\]\[2\],12.96
net754,12.96
net1253,12.955
_02896_,12.94
_04660_,12.94
_04881_,12.94
_06645_,12.94
_08684_,12.94
buf_b.row3\[5\],12.94
_07692_,12.935
_02428_,12.92
_04543_,12.92
_05500_,12.92
_06507_,12.92
_06919_,12.92
_07227_,12.92
_07429_,12.92
_08699_,12.92
net751,12.92
net1045,12.92
_03528_,12.9
_04726_,12.9
_06069_,12.9
_07172_,12.9
_00342_,12.88
_04984_,12.88
_05059_,12.88
_06325_,12.88
_07008_,12.88
_07372_,12.88
_08275_,12.88
_08593_,12.88
_07408_,12.875
_04390_,12.86
_07368_,12.86
net791,12.86
_02676_,12.84
_04094_,12.84
_05624_,12.84
_05677_,12.84
_05996_,12.84
_06024_,12.84
_06293_,12.84
_07891_,12.84
_05405_,12.82
_05865_,12.82
_06925_,12.82
_08384_,12.82
result01[31],12.82
_01668_,12.805
_03750_,12.8
_06532_,12.8
_06662_,12.8
_06998_,12.8
_07735_,12.8
_03477_,12.78
_04620_,12.78
_05206_,12.78
_05926_,12.78
_06106_,12.78
net1102,12.78
_02189_,12.76
_02669_,12.76
_07364_,12.76
_07812_,12.76
_08551_,12.76
net1165,12.76
_02986_,12.74
_03220_,12.74
_04099_,12.74
_05050_,12.74
_08566_,12.74
net1262,12.74
_06221_,12.735
_02322_,12.72
_02546_,12.72
_02899_,12.72
_03099_,12.72
_04855_,12.72
_06028_,12.72
_06234_,12.72
_06271_,12.72
net1125,12.72
_02857_,12.7
_03531_,12.7
_03824_,12.7
_08517_,12.7
result00[31],12.7
result01[21],12.7
result03[11],12.7
result13[8],12.7
result20[1],12.7
result20[31],12.7
result21[9],12.7
result22[14],12.7
result30[3],12.7
result30[8],12.7
result33[21],12.7
_03372_,12.68
_03390_,12.68
_03733_,12.68
_04482_,12.68
_05066_,12.68
_05700_,12.68
_06129_,12.68
_06868_,12.68
_08546_,12.68
_08657_,12.68
net918,12.68
_02538_,12.66
_03499_,12.66
_04106_,12.66
_04283_,12.66
_05320_,12.66
_05454_,12.66
_07482_,12.66
_02841_,12.65
_03217_,12.64
_05357_,12.64
_08402_,12.64
_08448_,12.64
result32[21],12.63
_04097_,12.62
_04391_,12.62
_04969_,12.62
_08307_,12.62
_08704_,12.62
result02[28],12.62
result10[16],12.62
result11[7],12.62
result30[24],12.62
result32[17],12.62
s_axis_a_ready,12.62
_00038_,12.6
_02488_,12.6
_03475_,12.6
_05299_,12.6
_06013_,12.6
_07607_,12.6
result00[27],12.6
result03[7],12.6
result21[1],12.6
result23[22],12.6
_02708_,12.58
_02939_,12.58
_03791_,12.58
_06485_,12.58
_07857_,12.58
_08032_,12.58
net866,12.58
net1130,12.58
_02751_,12.56
_03821_,12.56
_04542_,12.56
_06436_,12.56
_07550_,12.56
_07867_,12.56
_02596_,12.555
_00705_,12.55
_03903_,12.54
_04371_,12.54
_04426_,12.54
_04965_,12.54
_05141_,12.54
_05385_,12.54
_05398_,12.54
_05514_,12.54
_05597_,12.54
_07304_,12.54
_07915_,12.54
_08429_,12.54
_08524_,12.54
_05433_,12.53
_00041_,12.52
_02571_,12.52
_03002_,12.52
_07102_,12.52
_08437_,12.52
result23[3],12.52
_02417_,12.5
_03939_,12.5
_05849_,12.5
_07762_,12.5
_08018_,12.5
_00366_,12.485
_06041_,12.48
_08100_,12.48
_08672_,12.48
_02560_,12.46
_02727_,12.46
_03850_,12.46
_04032_,12.46
_04570_,12.46
_05726_,12.46
_06600_,12.46
_05175_,12.455
_03080_,12.44
_04127_,12.44
_04167_,12.44
_05640_,12.44
_05856_,12.44
_06737_,12.44
_07416_,12.44
_08122_,12.44
_08481_,12.44
_06226_,12.43
_04056_,12.42
_04336_,12.42
_04856_,12.42
_05061_,12.42
_05124_,12.42
_00434_,12.405
_05281_,12.4
_02663_,12.39
_02405_,12.38
_02840_,12.38
_05977_,12.38
_06622_,12.38
_06658_,12.38
_08528_,12.38
net855,12.38
_02360_,12.36
_04054_,12.36
_05333_,12.36
_05613_,12.36
_06580_,12.36
_06603_,12.36
_06884_,12.36
_08660_,12.36
result20[3],12.36
_01855_,12.34
_02014_,12.34
_02518_,12.34
_02779_,12.34
_06833_,12.34
_07455_,12.34
_07664_,12.34
_07995_,12.34
_08300_,12.34
_04597_,12.33
_02695_,12.32
_03335_,12.32
_03747_,12.32
_07456_,12.32
_07694_,12.32
_00129_,12.3
_00252_,12.3
_00572_,12.3
_05208_,12.3
_06201_,12.3
_06544_,12.3
_07517_,12.3
_08225_,12.3
buf_b.mem\[12\]\[7\],12.3
net1000,12.3
_03134_,12.29
_00030_,12.28
_03035_,12.28
_03092_,12.28
_04181_,12.28
_04887_,12.28
_05162_,12.28
_06883_,12.28
a3_d2\[1\],12.28
net951,12.28
_05791_,12.27
_00372_,12.26
_02805_,12.26
_06017_,12.26
_08695_,12.26
_07019_,12.25
_02690_,12.24
_03552_,12.24
_04012_,12.24
_04140_,12.24
_04978_,12.24
_08405_,12.24
_03911_,12.22
_05516_,12.22
_06709_,12.22
_07539_,12.22
_07706_,12.22
count\[4\],12.22
net804,12.22
_02018_,12.2
_02644_,12.2
_04729_,12.2
_07600_,12.2
_07905_,12.2
b3_d2\[0\],12.2
_05303_,12.18
_05853_,12.18
buf_a.mem\[2\]\[4\],12.18
net924,12.18
net1263,12.18
_01593_,12.165
_02037_,12.16
_03027_,12.16
_03063_,12.16
_04189_,12.16
_07115_,12.16
_08380_,12.16
buf_b.mem\[1\]\[3\],12.16
result30[26],12.16
result33[5],12.16
net610,12.16
net1159,12.16
_04992_,12.14
_06203_,12.14
